Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.13,0,2.73,0.67,4,1,5.5,7.34,6.75,9.15,14.86,13.23,12.5,26.14,27.68,41.87,34.65,27.24,35.01,21.19,60.99,73.28,87.7,133.29,119.74,..,..
Afghanistan,AFG,Secure Internet servers,IT.NET.SECR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,16,38,46,57,74,426,1577,1965,1047,1362,..,..
Afghanistan,AFG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4966357892,0.5470243125,1.247272453,1.458409537,1.742255597,2.192365301,12.29926822,44.24379278,53.56152232,27.72078073,34.94796166,..,..
Afghanistan,AFG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.003,0.003,0.144,0.088,0.099,0.1,0.105,0.107,0.106,0.153,0,0,0,0,..,..,..,..,0,0,..,..,..
Albania,ALB,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9100,13000,29000,55400,21200,91500,136622,146273,137569,158888,179543,195702,213315,238913,243691,231263,768533,829778.9239,814339.7303,865848,151632,..,26634,204090,303137,307741,124714,193259,..
Albania,ALB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,600,600,1400,1900,1100,2700,3885,3974,3762,3800,4104,4309,4481,4930,5058,5140,9412,10373.21094,10309.17914,11196,1992,..,306,1904,2935,2558,1274,1471,..
Albania,ALB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33127,46798,68780,70000,76700,83194,108670,99350,104000,118829,118270,134526,145762,..,..,..
Albania,ALB,Fixed broadband subscriptions,IT.NET.BBND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,272,272,10000,64000,92000,105539,128210,160088,182556,207964,242870,266379,303612,361947,436192,508937,559394,582110
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.008969101,..,0.336012021,2.16825011,3.139352086,3.622537242,4.420037688,5.53517694,6.323350008,7.210701979,8.425730621,9.245858213,10.54444485,12.58065223,15.17778727,17.75249333,19.59547555,20.48009356
Albania,ALB,Fixed telephone subscriptions,IT.MLT.MAIN,6845,6845,6845,6845,6845,13991,13991,13991,13991,13991,173000,173000,173000,173000,173000,21660,22500,23800,24700,26000,27300,29000,30000,31000,32000,33275,35000,36000,37000,38550,40000,41500,44848,43000,41500,42150,63850,86800,115675,140392,152687,197496,220000,255000,274557,278973,256000,300000,343591,363000,333066,338844,312000,281200,235734,226718,248640,246720,248631,242859,223469,197690,177152
Albania,ALB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.400014259,0.418376,0.418376,0.418376,0.418376,0.696142729,0.737855,0.737855,0.737855,0.737855,7.441721214,8.04387,8.04387,8.04387,8.04387,0.817320863,0.829169062,0.857721021,0.871770654,0.900039221,0.928049953,0.969125662,0.986459528,1.003914944,1.021800758,1.049113653,1.091319087,1.111908665,1.133919232,1.174523533,1.213936231,1.256783222,1.357492223,1.30274962,1.259866806,1.283353489,1.951804938,2.667716542,3.578859437,4.375954567,4.798429928,6.262533248,7.043265821,8.24444688,8.964769403,9.19903292,8.523710065,10.08036063,11.64048787,12.38679138,11.43220979,11.68164145,10.78766182,9.740167523,8.173566677,7.865379812,8.63014797,8.568585673,8.641983891,8.450549848,7.794937157,6.925046677,6.232652821
Albania,ALB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3281934,1.464517204,1.016872916,0.9226370189,0.8902380223,0.2572348043,1.634190367,0.7843133651,0.08845636714,0.04470198282,0.128427413,0.2858544956,0.419509989,0.05964099776
Albania,ALB,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10128935,14074208,11890517,10014580,10843586,1960836,16607486,10199913,1119013,591718,1753201,3810240,6384226,886411
Albania,ALB,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3906652448,0.4800484191,0.4628007122,0.7513241576,0.4711026615,0.588408359,0.8771880809,0.8219722786,0.5686167892,0.8498683107,0.8372786912,0.5234980884,0.3894028772,0.3592969425,0.0662234477,0.7926641754,0.2724227896,0.0300697294,0.020071215,0.0200966107,0.0417734514,..,..
Albania,ALB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33275957,8.049809804,4.33508887,3.168913665,3.515641467,3.781438789,3.508817798,3.23428515,3.369072911,4.7887694,4.113140733,3.579902835,2.967163189,2.966525286,1.019705872,3.583151337,2.941436505,1.172654741,1.857237042,1.450670294,2.624874524,..,..
Albania,ALB,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.995951417,8.513931889,134.4339623,41.44267691,8.596373405,4.550402787,5.686167305,5.659793814,6.582219881,6.859752778,5.869822609,3.268311173,3.346549441,5.974671648,6.068763167,4.111671073,3.847082538,6.415357044,8.021272435,6.597728885,4.982878313,4.747782035,3.04447549,2.229919108,2.837922362,3.236211812,2.783385683,3.25908736
Albania,ALB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7900000,11000000,11400000,15110000,25600000,20900000,31200000,32940000,49106937.45,75511153.74,74350367.6,53794733.79,70430000,163488342.8,161291707,106284123.4,108251150.1,156040981.5,183086084.2,164437355.5,112051529.5,125847930.3,98718673.09,80746258.8,108058262.4,82596607.79,114601006,163589531.1
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.011168695,0.032196828,0.048593919,0.06502737,0.081437045,0.114097347,0.325798377,0.390081273,0.971900415,2.420387798,6.043890864,9.609991316,15.03611541,23.86,41.2,45,47,49.4,51.8,54.3,56.9,59.6,62.4,65.4,68.55039112,72.23767711,79.32371752,82.61368583
Albania,ALB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,836,785,..,959,847,..,..,..,..,..,510,433,..
Albania,ALB,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21,16,..,35,16,..,..,..,..,..,38,57,..
Albania,ALB,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.55281443,1.763720336,3.711868159,3.524260124,3.892311781,3.399067718,3.762082183,5.126211378,4.81926407,4.727151822,5.733107626,4.00968725,4.324902891,6.156351498,4.197072424,4.367646846,..
Albania,ALB,Mobile cellular subscriptions,IT.CEL.SETS,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,3300,5600,11008,29791,392650,851000,1100000,1259590,1530244,1909885,2322436,1859632,2463741,2692372,3100000,3500000,3685983,3359654,3400955,3369756,3625699,2714878,2630076,2618880,2635466,2782226
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070307774,0.101422403,0.173257946,0.343114336,0.936229188,12.45080244,27.24463279,35.56428066,41.12783099,50.45923775,63.59103905,78.03664144,63.00230139,84.07120051,92.41340015,106.8724501,121.0154371,127.67458,116.4887372,117.9871153,116.9622462,125.9205273,94.36446759,91.51642864,91.35050062,92.31992041,97.88570679
Albania,ALB,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,120,238,391,..,386,..,..,..,361,..,8,..,4,3,5,5,8,3,1,..,1,..
Albania,ALB,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,10,14,20,16,15,4,..,23,..
Albania,ALB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.43,..,0.3,..,0.51,..,1.02,..,1.29,..,1.31,..,1.4,..,1.79,..,1.71,..,1.35,..,..,..,..,..,..
Albania,ALB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.86,..,0.57,..,0.8,..,1.23,..,1.44,..,1.36,..,1.46,..,1.81,..,1.76,..,1.36,..,..,..,..,..,..
Albania,ALB,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,674,447,447,447,440,440,447,447,447,447,423,423,423,423,423,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,42,23,25,26,28,19,21,32,32,26,36,53,52,46,66,50,25,23,39.887,23.124,8.8,25.3,20.4,43,26.039,25.1151187,..
Albania,ALB,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,197,168,95,116,121,125,138,123,105,89,73,80,51,41,32,19,18,16,12,7.714,6.99,3.2,2.4,2.7,2,0.593,0.812,..
